10

x:             u:             v:
0               0               0
0.1       0.4982805       0.5321251
0.2       0.6286816       0.6646738
0.3       0.6237474       0.6502266
0.4       0.5690261       0.5817025
0.5       0.4959891       0.4932848
0.6       0.4162143       0.3975485
0.7       0.3339606       0.2991199
0.8       0.2507951       0.1997009
0.9       0.1672942      0.09991745
1      0.08366978    5.888573e-18
1.1               0               0
