1000000      1.0000000     -1.9961720   0.0097905000    0.030565386      3.9932416     0.99872650           7750
1000000      1.0000000     -1.9960760   -0.017485500    0.031330409      3.9922500     0.99869850           8064
1000000      1.0000000     -1.9957660    0.021465500    0.033800293      3.9911519     0.99861450           8305
1000000      1.0000000     -1.9960240    0.033797500    0.031744766      3.9888119     0.99867850           7917
1000000      1.0000000     -1.9958920    0.010674000    0.032796497      3.9926743     0.99861900           8170
1000000      1.0000000     -1.9960400   -0.010509500    0.031617274      3.9929672     0.99868450           7897
1000000      1.0000000     -1.9957980    0.023894500    0.033577373      3.9906732     0.99857850           8424
1000000      1.0000000     -1.9958500    0.053430500    0.033131110      3.9816797     0.99862450           8226
1000000      1.0000000     -1.9960600   -0.023943000    0.031457906      3.9911709     0.99870200           7797
1000000      1.0000000     -1.9959580   -0.027349500    0.032270649      3.9902850     0.99865950           8079
1000000      1.0000000     -1.9958820   -0.043106000    0.032876168      3.9857235     0.99863700           8230
1000000      1.0000000     -1.9959940   -0.050681500    0.031983808      3.9830285     0.99865450           8089
1000000      1.0000000     -1.9959480   0.0035210000    0.032350325      3.9931904     0.99864600           8077
1000000      1.0000000     -1.9960680   -0.056150500    0.031394158      3.9808015     0.99867250           7868
1000000      1.0000000     -1.9959580  -0.0044695000    0.032270649      3.9931911     0.99865650           8018
1000000      1.0000000     -1.9961560    0.037633500    0.030692895      3.9879519     0.99873050           7705
1000000      1.0000000     -1.9959740  -0.0081830000    0.032143165      3.9930162     0.99865500           8159
1000000      1.0000000     -1.9959440   -0.022233500    0.032382195      3.9911877     0.99861050           8087
1000000      1.0000000     -1.9959200    0.061875000    0.032573414      3.9779079     0.99865100           8161
1000000      1.0000000     -1.9961620    0.092524000    0.030645079      3.9593712     0.99872600           7720
1000000      1.0000000     -1.9958800    0.023378000    0.032892102      3.9909639     0.99863500           8132
1000000      1.0000000     -1.9959600   0.0060820000    0.032254714      3.9931060     0.99864700           8124
1000000      1.0000000     -1.9961680    0.026074500    0.030661263      3.9909175     0.99873250           7705
1000000      1.0000000     -1.9959040    0.024524000    0.032700891      3.9907763     0.99863900           8165
1000000      1.0000000     -1.9957560    0.055625500    0.033879954      3.9805582     0.99858950           8356
1000000      1.0000000     -1.9959720   0.0081565000    0.032191101      3.9929869     0.99863950           8063
1000000      1.0000000     -1.9960000   -0.038630500    0.031936000      3.9873357     0.99865250           8030
