1000      2.4000000     -1.2119800    -0.14290500      1.2396166      32.336614     0.39605500         111189
2000      2.4000000     -1.1937050    -0.13368000      1.2122863      28.222501     0.37034500         227994
3000      2.4000000     -1.1935067    -0.21002167      1.1770211      22.990685     0.36987167         342172
4000      2.4000000     -1.2110000   -0.098880000      1.2842917      33.282483     0.40033750         446055
5000      2.4000000     -1.2217440    0.023666000      1.3669527      38.260547     0.42304000         548928
6000      2.4000000     -1.2276533    0.095186667      1.3685042      38.492279     0.43320667         653558
7000      2.4000000     -1.2226300     0.12525286      1.3584909      35.981379     0.42374857         767658
8000      2.4000000     -1.2269363     0.16502750      1.3381789      35.205010     0.43118750         872087
9000      2.4000000     -1.2265978     0.15157500      1.3150449      35.472460     0.42911833         982247
10000      2.4000000     -1.2201370     0.13741100      1.3125980      34.141043     0.41422600        1101801
11000      2.4000000     -1.2230036     0.10862909      1.3095427      36.235476     0.42135636        1207471
12000      2.4000000     -1.2245558     0.13918583      1.3244550      35.877617     0.42780667        1313865
13000      2.4000000     -1.2286454     0.11500000      1.3442310      38.253692     0.43637692        1415081
14000      2.4000000     -1.2300229    0.074430000      1.3438482      39.870026     0.43819500        1521297
15000      2.4000000     -1.2318393    0.047939333      1.3454600      41.103214     0.44327800        1626051
16000      2.4000000     -1.2283794    0.050042187      1.3434882      40.037261     0.43547781        1742757
17000      2.4000000     -1.2270288    0.026897059      1.3527991      40.009401     0.43311706        1855090
18000      2.4000000     -1.2243128    0.014995556      1.3373090      39.241107     0.42758222        1972002
19000      2.4000000     -1.2223179    0.012835789      1.3155575      38.443948     0.42260421        2087689
20000      2.4000000     -1.2197885    0.015747750      1.3066070      37.720033     0.41691225        2204348
21000      2.4000000     -1.2220510  -0.0049661905      1.3272916      38.225118     0.41937619        2308179
22000      2.4000000     -1.2204518   -0.010640227      1.3271178      37.921052     0.41724795        2422571
23000      2.4000000     -1.2203048   0.0027065217      1.3308525      37.866683     0.41633000        2533202
24000      2.4000000     -1.2227958    0.025580417      1.3386777      38.524143     0.42201042        2635120
25000      2.4000000     -1.2214252    0.035259000      1.3313848      38.008628     0.41918060        2749682
26000      2.4000000     -1.2209185    0.039218077      1.3267021      37.831053     0.41833423        2861750
27000      2.4000000     -1.2225900    0.054920556      1.3176563      38.251946     0.42365315        2964989
28000      2.4000000     -1.2228600    0.067130714      1.3163015      38.124569     0.42481536        3073239
29000      2.4000000     -1.2232093    0.077246724      1.3192184      37.945721     0.42508362        3181319
30000      2.4000000     -1.2256457    0.095091333      1.3246368      38.319935     0.43133367        3279517
31000      2.4000000     -1.2256897     0.10514274      1.3184777      38.044149     0.43211177        3388858
32000      2.4000000     -1.2273456    0.094042500      1.3239013      38.920242     0.43565063        3490443
33000      2.4000000     -1.2290076    0.079710909      1.3321696      39.838635     0.43902212        3591056
34000      2.4000000     -1.2277594    0.079474706      1.3322564      39.575091     0.43724206        3705692
35000      2.4000000     -1.2282786    0.064626571      1.3310432      39.986282     0.43766000        3812930
36000      2.4000000     -1.2292667    0.053637917      1.3374935      40.352672     0.43835208        3916957
37000      2.4000000     -1.2305700    0.056017162      1.3431916      40.746464     0.44141743        4018522
38000      2.4000000     -1.2302445    0.047956316      1.3443491      40.817298     0.44077974        4128819
39000      2.4000000     -1.2306297    0.045245513      1.3410359      41.020080     0.44184141        4234868
40000      2.4000000     -1.2299645    0.040996875      1.3417846      40.923200     0.44110162        4347525
41000      2.4000000     -1.2295851    0.041467561      1.3367809      40.627222     0.43900341        4458572
42000      2.4000000     -1.2303629    0.036672024      1.3403245      40.903394     0.44043083        4562916
43000      2.4000000     -1.2298793    0.040026279      1.3383457      40.674255     0.43918744        4675280
44000      2.4000000     -1.2300675    0.028264432      1.3440532      40.908579     0.44013466        4782972
45000      2.4000000     -1.2299938    0.030199000      1.3438839      40.861509     0.43966100        4891886
46000      2.4000000     -1.2301491    0.039334022      1.3400531      40.794361     0.44037837        5000206
47000      2.4000000     -1.2306385    0.031527021      1.3470173      41.063217     0.44128255        5105585
48000      2.4000000     -1.2308627    0.037107812      1.3472407      41.199547     0.44296344        5213104
49000      2.4000000     -1.2319339    0.046826327      1.3548860      41.404692     0.44499633        5313366
50000      2.4000000     -1.2328856    0.055649300      1.3601184      41.502063     0.44653490        5415279
51000      2.4000000     -1.2323831    0.062308627      1.3563856      41.239258     0.44565078        5527689
52000      2.4000000     -1.2309475    0.057433077      1.3570911      40.946999     0.44291808        5647328
53000      2.4000000     -1.2315104    0.049992075      1.3629769      41.303425     0.44441000        5751985
54000      2.4000000     -1.2311020    0.053223241      1.3644310      41.164844     0.44386139        5864252
55000      2.4000000     -1.2299585    0.056855545      1.3639602      40.771880     0.44157136        5982546
56000      2.4000000     -1.2294311    0.054495000      1.3613007      40.736625     0.44126375        6095358
57000      2.4000000     -1.2289114    0.058040263      1.3541303      40.414197     0.43966342        6208961
58000      2.4000000     -1.2289864    0.049222759      1.3596366      40.677948     0.44028466        6317340
59000      2.4000000     -1.2297392    0.048417966      1.3599735      40.840265     0.44127051        6420240
60000      2.4000000     -1.2297322    0.049335083      1.3563599      40.806104     0.44104325        6528495
61000      2.4000000     -1.2293500    0.053905656      1.3535461      40.582865     0.43982615        6641674
62000      2.4000000     -1.2295890    0.054826048      1.3509632      40.625351     0.44022960        6748090
63000      2.4000000     -1.2290992    0.058844603      1.3468080      40.358105     0.43906206        6861513
64000      2.4000000     -1.2293331    0.065304609      1.3449181      40.283118     0.43970461        6967881
65000      2.4000000     -1.2288122    0.059204231      1.3421970      40.249928     0.43863038        7081694
66000      2.4000000     -1.2284986    0.056534545      1.3473566      40.173091     0.43738348        7193738
67000      2.4000000     -1.2285337    0.061033731      1.3473155      40.134763     0.43781209        7302234
68000      2.4000000     -1.2289075    0.065732574      1.3486411      40.147727     0.43869507        7407368
69000      2.4000000     -1.2285564    0.062055072      1.3453848      40.057068     0.43732232        7519900
70000      2.4000000     -1.2285073    0.055977714      1.3427031      40.132998     0.43733700        7629475
71000      2.4000000     -1.2286820    0.058915845      1.3472229      40.095935     0.43736711        7736891
72000      2.4000000     -1.2295764    0.058593056      1.3499945      40.352861     0.43905014        7836059
73000      2.4000000     -1.2296184    0.060743356      1.3523354      40.335649     0.43922856        7945059
74000      2.4000000     -1.2300330    0.064425338      1.3561396      40.379531     0.43980696        8049257
75000      2.4000000     -1.2297224    0.065204267      1.3543972      40.254934     0.43908693        8161793
76000      2.4000000     -1.2298537    0.064910987      1.3554547      40.300204     0.43936204        8268385
77000      2.4000000     -1.2291668    0.061748701      1.3527903      40.101205     0.43737273        8385802
78000      2.4000000     -1.2291615    0.056193397      1.3539814      40.158062     0.43691237        8495155
79000      2.4000000     -1.2291758    0.052704494      1.3545672      40.181647     0.43643348        8604300
80000      2.4000000     -1.2301006    0.044681375      1.3603306      40.602864     0.43834513        8702399
81000      2.4000000     -1.2296719    0.044347901      1.3614226      40.489273     0.43748963        8815546
82000      2.4000000     -1.2292728    0.039656951      1.3606834      40.416874     0.43640293        8928953
83000      2.4000000     -1.2292316    0.038637229      1.3581155      40.436055     0.43654024        9038277
84000      2.4000000     -1.2296931    0.044176548      1.3615442      40.539140     0.43765095        9140899
85000      2.4000000     -1.2293654    0.046239706      1.3576611      40.373151     0.43677806        9254341
86000      2.4000000     -1.2301465    0.039280988      1.3629278      40.702453     0.43824913        9353131
87000      2.4000000     -1.2296866    0.038691437      1.3608941      40.546664     0.43721810        9467498
88000      2.4000000     -1.2294803    0.037480455      1.3591351      40.512651     0.43703705        9578666
89000      2.4000000     -1.2301336    0.037166629      1.3663311      40.706549     0.43812494        9679584
90000      2.4000000     -1.2305091    0.038315167      1.3699200      40.838310     0.43911906        9783314
91000      2.4000000     -1.2306948    0.042364286      1.3723075      40.850441     0.43957473        9889369
92000      2.4000000     -1.2310037    0.038718750      1.3726213      40.958617     0.43990136        9993675
93000      2.4000000     -1.2313258    0.041109785      1.3710530      41.013561     0.44064968       10098314
94000      2.4000000     -1.2317317    0.046095000      1.3715001      41.052888     0.44142787       10201438
95000      2.4000000     -1.2318061    0.050695684      1.3709955      41.029236     0.44187411       10308722
96000      2.4000000     -1.2315231    0.050937812      1.3700749      40.915208     0.44096844       10421685
97000      2.4000000     -1.2312493    0.051417887      1.3702428      40.814512     0.44029129       10534373
98000      2.4000000     -1.2317491    0.045386020      1.3702781      41.048875     0.44130714       10636021
99000      2.4000000     -1.2317857    0.044673636      1.3703085      41.067690     0.44136121       10743619
100000      2.4000000     -1.2317764    0.044495400      1.3671216      41.028968     0.44125460       10852542
101000      2.4000000     -1.2322328    0.039067525      1.3693116      41.209322     0.44192822       10954312
102000      2.4000000     -1.2323762    0.035509461      1.3714557      41.281618     0.44199819       11060020
103000      2.4000000     -1.2321377    0.031507039      1.3700682      41.261582     0.44162820       11171288
104000      2.4000000     -1.2323675    0.026890192      1.3732331      41.375719     0.44200875       11275927
105000      2.4000000     -1.2327779    0.022646762      1.3747269      41.494441     0.44252467       11377766
106000      2.4000000     -1.2329305    0.026970142      1.3775033      41.540602     0.44302175       11483644
107000      2.4000000     -1.2330534    0.029552804      1.3793822      41.528214     0.44303037       11590101
108000      2.4000000     -1.2327409    0.028712037      1.3788820      41.428739     0.44223611       11703688
109000      2.4000000     -1.2321875    0.028494954      1.3789680      41.241794     0.44087110       11821432
110000      2.4000000     -1.2320518    0.029231682      1.3753513      41.197468     0.44080532       11932556
111000      2.4000000     -1.2316969    0.027934099      1.3738244      41.110131     0.44012518       12047188
112000      2.4000000     -1.2315458    0.027420804      1.3731926      41.056900     0.43970429       12158681
113000      2.4000000     -1.2317924    0.026967743      1.3715957      41.146727     0.44039978       12262651
114000      2.4000000     -1.2317126    0.027822237      1.3708515      41.103754     0.44017925       12373386
115000      2.4000000     -1.2314019    0.029819304      1.3671709      40.936625     0.43922730       12487578
116000      2.4000000     -1.2314198    0.029466940      1.3680658      40.947141     0.43930082       12596313
117000      2.4000000     -1.2318873    0.024379145      1.3698734      41.141308     0.44038299       12697251
118000      2.4000000     -1.2319161    0.027277669      1.3688880      41.171115     0.44088564       12805455
