10

x:             u:             v:
0               0               0
0.1       0.4899135       0.5321251
0.2       0.6119476       0.6646738
0.3       0.5986464       0.6502266
0.4       0.5355582       0.5817025
0.5       0.4541542       0.4932848
0.6       0.3660124       0.3975485
0.7       0.2753918       0.2991199
0.8       0.1838593       0.1997009
0.9      0.09199136      0.09991745
1               0    5.888573e-18
