      2.0000000     -1.7452925      19498.541      3.8471379     0.96178447     0.90969574     0.90969574      3.4813153      50687805.
      2.0004004     -1.7439294      19468.274      4.0199297      1.0045802    -0.90378567     0.90378630      12.868961      50970334.
      2.0008008     -1.7431189      19450.720      4.5526832      1.1372599     0.90213377     0.90216738      18.866254      51152707.
      2.0012012     -1.7442097      19474.026      3.5133149     0.87727463    -0.90967955     0.90967955      1.9482799      50931929.
      2.0016016     -1.7420804      19427.617      4.6133893      1.1515023     0.90061527     0.90063002      19.362820      51387724.
      2.0020020     -1.7428307      19443.806      4.0705107      1.0155934    -0.90568116     0.90568116      9.0347280      51221908.
      2.0024024     -1.7418708      19422.794      4.4650428      1.1135838    -0.90255107     0.90255282      13.812740      51433586.
      2.0028028     -1.7370814      19318.312      6.6217133      1.6507982     0.86145124     0.86251969      112.12228      52461350.
      2.0032032     -1.7399111      19379.975      5.3152279      1.3245607    -0.89032775     0.89032865      38.148807      51871709.
      2.0036036     -1.7422563      19430.698      3.7718157     0.93956506     0.90813669     0.90813717      3.7595866      51342131.
      2.0040040     -1.7411321      19406.351      4.4891009      1.1177951    -0.90163018     0.90163018      16.984907      51599282.
      2.0044044     -1.7411632      19406.725      4.1690771      1.0376938     0.90578343     0.90578585      6.6425701      51612622.
      2.0048048     -1.7396949      19374.851      5.0061701      1.2455507    -0.89775200     0.89778496      21.310192      51907627.
      2.0052052     -1.7367421      19310.438      6.2910172      1.5645996    -0.87053034     0.87310706      96.023607      52573114.
      2.0056056     -1.7405413      19392.625      3.9275851     0.97641522     0.90632450     0.90632450      4.9855588      51722603.
      2.0060060     -1.7393667      19367.044      4.5054554      1.1196293    -0.89838370     0.89838433      21.221965      51988231.
      2.0064064     -1.7338222      19246.629      7.3369669      1.8225470     0.85767983     0.85806894      113.23365      53179907.
      2.0068068     -1.7389180      19357.123      4.5744127      1.1358584    -0.90250320     0.90251685      13.810756      52076452.
      2.0072072     -1.7400904      19382.364      3.7118743     0.92131649    -0.90775341     0.90775341      2.6037215      51846591.
      2.0076076     -1.7387715      19353.756      4.4667320      1.1082359     0.90395963     0.90396175      8.7080177      52124706.
      2.0080080     -1.7394759      19368.707      3.7388461     0.92727107    -0.90730596     0.90730596      2.1778783      51969046.
      2.0084084     -1.7374832      19325.249      4.6224171      1.1459484    -0.89786861     0.89801103      22.135021      52387985.
      2.0088088     -1.7378832      19333.447      3.9238930     0.97238880     0.90419450     0.90419700      6.4664058      52309760.
      2.0092092     -1.7340654      19250.785      6.0947327      1.5097476    -0.87382577     0.87416584      78.888731      53148567.
      2.0096096     -1.7369633      19313.365      4.2999064      1.0647205    -0.90252131     0.90252296      10.159432      52517171.
      2.0100100     -1.7372450      19319.178      3.8482683     0.95250859     0.90562113     0.90562113      3.4093722      52455677.
      2.0104104     -1.7356014      19283.639      4.8416304      1.1979045    -0.89968042     0.89968187      14.143804      52811918.
      2.0108108     -1.7352435      19275.649      4.8012141      1.1874317    -0.89665264     0.89665883      19.747906      52888157.
      2.0112112     -1.7354487      19279.897      4.4909983      1.1102673     0.89746994     0.89746994      16.563349      52862436.
      2.0116116     -1.7362789      19297.659      3.8068509     0.94075731     0.90443682     0.90443703      4.7320075      52661251.
      2.0120120     -1.7354956      19280.792      4.3454406      1.0734274    -0.90177844     0.90177844      9.5103625      52844195.
      2.0124124     -1.7348249      19265.966      4.4149099      1.0901540     0.89908859     0.89911243      16.680296      53007085.
      2.0128128     -1.7343686      19256.004      4.5834672      1.1313249    -0.89834397     0.89834397      15.475610      53086443.
      2.0132132     -1.7305824      19173.822      6.3628295      1.5698955    -0.86551353     0.86693833      98.835397      53933160.
      2.0136136     -1.7345956      19260.599      4.1401066      1.0210788     0.90286893     0.90287022      8.0822083      53038413.
      2.0140140     -1.7339446      19246.444      4.4360127      1.0936234     0.90105410     0.90105912      10.850253      53189479.
      2.0144144     -1.7338505      19243.945      4.0253984     0.99199900     0.90303613     0.90303628      5.3256538      53206890.
      2.0148148     -1.7332623      19230.986      4.1171198      1.0141991     0.90177700     0.90177738      6.2350732      53327452.
      2.0152152     -1.7340478      19248.026      3.7266080     0.91763685     0.90498491     0.90498491      2.1495277      53180475.
      2.0156156     -1.7332326      19230.164      3.9547458     0.97342645     0.90139387     0.90139387      8.3707808      53349776.
      2.0160160     -1.7309673      19181.297      5.3117469      1.3069212     0.88374439     0.88441548      54.233419      53831292.
      2.0164164     -1.7323741      19211.245      4.0756920      1.0023996     0.90123980     0.90124030      7.3938061      53525865.
      2.0168168     -1.7318094      19198.782      4.1335034      1.0162145    -0.90141079     0.90141079      5.9257855      53655339.
      2.0172172     -1.7308749      19178.894      4.9557028      1.2178672    -0.89714998     0.89714998      16.490167      53870874.
      2.0176176     -1.7293978      19146.678      5.4516810      1.3392224     0.88776719     0.88988961      43.016691      54184741.
