      2.0000000     -1.7445839      4873.0638      3.3472923     0.83682308     0.90633658     0.90635493      3.3121204      12711470.
      2.0004004     -1.7456467      4878.7472      3.0953990     0.77354000    -0.91043370     0.91043370     0.98733566      12659532.
      2.0008008     -1.7438027      4868.6679      3.3116006     0.82723756     0.90805675     0.90806638      1.9264597      12752800.
      2.0012012     -1.7446098      4872.8915      3.0302283     0.75664791     0.91027904     0.91027904     0.61047672      12713009.
      2.0016016     -1.7422513      4860.3252      3.6221422     0.90408698    -0.90230178     0.90230453      5.4846913      12836758.
      2.0020020     -1.7435468      4867.0224      3.0937255     0.77188529    -0.90992000     0.90992000     0.64294085      12765696.
      2.0024024     -1.7433706      4866.1089      3.1633371     0.78893778    -0.90930189     0.90930189     0.98784555      12772970.
      2.0028028     -1.7417843      4857.6121      3.5123373     0.87562840     0.90286106     0.90338821      5.2541235      12865799.
      2.0032032     -1.7433484      4865.8993      3.0775875     0.76693825    -0.90982955     0.90982955     0.70787764      12781899.
      2.0036036     -1.7416726      4856.6919      3.2142246     0.80066826     0.90755321     0.90755334      1.4183112      12876306.
      2.0040040     -1.7401697      4848.6898      3.5848643     0.89263838    -0.90019986     0.90046974      6.3205559      12948736.
      2.0044044     -1.7401994      4848.8478      3.5773329     0.89040719    -0.90287088     0.90289843      4.3980181      12952017.
      2.0048048     -1.7412122      4854.2281      3.3162457     0.82509226     0.90629626     0.90633694      2.3635668      12900752.
      2.0052052     -1.7397951      4846.5623      3.5432207     0.88121232    -0.90042413     0.90198513      6.9947978      12975627.
      2.0056056     -1.7394119      4844.4367      3.5505798     0.88269000    -0.90247382     0.90279553      4.4164727      12988833.
      2.0060060     -1.7407079      4851.2730      3.1706322     0.78791870     0.90807256     0.90808351     0.93616263      12926070.
      2.0064064     -1.7403641      4849.5352      3.3477966     0.83161297     0.90669245     0.90686573      2.1553710      12949489.
      2.0068068     -1.7398691      4846.7592      3.3279826     0.82636119     0.90610153     0.90624360      2.1425838      12987095.
      2.0072072     -1.7390831      4842.3431      3.2873265     0.81594038     0.90651511     0.90651511      1.4330431      13013272.
      2.0076076     -1.7339288      4815.0646      4.6498996      1.1536815     0.87935623     0.88187125      20.591360      13284409.
      2.0080080     -1.7396000      4845.1732      3.2403239     0.80363259     0.90738634     0.90739399      1.3016842      12987859.
      2.0084084     -1.7397251      4845.8086      3.1794416     0.78821881     0.90783359     0.90783374      1.0481827      12985829.
      2.0088088     -1.7381421      4837.1454      3.3245344     0.82386038     0.90644808     0.90644808      1.3348812      13063174.
      2.0092092     -1.7384760      4838.8572      3.1789413     0.78746668     0.90719524     0.90719574     0.80882367      13050010.
      2.0096096     -1.7375241      4833.7539      3.3700878     0.83448362     0.90494149     0.90500621      2.1074857      13100842.
      2.0100100     -1.7377614      4834.8659      3.1626365     0.78280365     0.90704118     0.90704118     0.82713238      13084018.
      2.0104104     -1.7376393      4834.2536      3.2290858     0.79893258    -0.90694388     0.90694388     0.80013688      13089547.
      2.0108108     -1.7372243      4831.9199      3.2024877     0.79203623    -0.90701195     0.90701195     0.58179158      13117789.
      2.0112112     -1.7371398      4831.4493      3.2020844     0.79162118    -0.90666469     0.90666469     0.81949875      13123973.
      2.0116116     -1.7337988      4813.5376      3.8445114     0.95006405     0.89677650     0.89696485      6.6212666      13307328.
      2.0120120     -1.7362219      4826.3207      3.1744527     0.78416549     0.90655040     0.90655100     0.67358704      13169021.
      2.0124124     -1.7356212      4823.0737      3.2642975     0.80603845    -0.90534404     0.90535889      1.1429150      13204887.
      2.0128128     -1.7356714      4823.3626      3.2742858     0.80818317    -0.90609724     0.90610379     0.82758728      13205997.
      2.0132132     -1.7349022      4819.0999      3.2828551     0.80997603    -0.90512300     0.90512300     0.78407671      13247564.
      2.0136136     -1.7349623      4819.4098      3.2593757     0.80386320     0.90565759     0.90565759     0.80522561      13236024.
      2.0140140     -1.7348619      4818.8410      3.2475856     0.80063695    -0.90597176     0.90597176     0.62817828      13249908.
      2.0144144     -1.7334394      4811.3067      3.6072400     0.88895014     0.90134858     0.90134858      2.8278690      13329168.
      2.0148148     -1.7334937      4811.5229      3.5220719     0.86761679    -0.90179076     0.90186949      2.9817543      13338122.
      2.0152152     -1.7322113      4804.5785      3.6889350     0.90836029     0.89890671     0.89916076      5.0124702      13392797.
      2.0156156     -1.7317441      4801.9885      3.6886045     0.90791807     0.89548176     0.89697351      7.9594036      13410644.
      2.0160160     -1.7322942      4805.0351      3.6862724     0.90698367     0.89772354     0.89840654      6.2644937      13390536.
      2.0164164     -1.7337401      4812.6182      3.2509364     0.79955442    -0.90522329     0.90522334     0.91251360      13315424.
      2.0168168     -1.7327238      4806.9708      3.2402113     0.79660022     0.90446220     0.90446273      1.0851921      13363661.
